Rank,Title,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,Distributor,Opening,Budget,Date,Runtime,Genres
1,Avatar,"$2,847,246,203","$760,507,625",26.7%,"$2,086,738,578",73.3%,2009,TwentiethCenturyFox,"$77,025,481","$237,000,000","December16,2009(EMEA,LATAM)",2hr42min,ActionAdventureFantasySci-Fi
2,Avengers: Endgame,"$2,797,501,328","$858,373,000",30.7%,"$1,939,128,328",69.3%,2019,WaltDisneyStudiosMotionPictures,"$357,115,007","$356,000,000","April24,2019(21markets)",3hr1min,ActionAdventureDramaSci-Fi
3,Titanic,"$2,201,647,264","$659,363,944",30%,"$1,542,283,320",70%,1997,ParamountPictures,"$28,638,131","$200,000,000","December19,1997(Domestic)",3hr14min,DramaRomance
4,Star Wars: Episode VII - The Force Awakens,"$2,069,521,700","$936,662,225",45.3%,"$1,132,859,475",54.7%,2015,WaltDisneyStudiosMotionPictures,"$247,966,675","$245,000,000","December16,2015(EMEA,APAC)",2hr18min,ActionAdventureSci-Fi
5,Avengers: Infinity War,"$2,048,359,754","$678,815,482",33.1%,"$1,369,544,272",66.9%,2018,,$0,$0,,,
6,Jurassic World,"$1,670,516,444","$652,385,625",39%,"$1,018,130,819",61%,2015,UniversalPictures,"$208,806,270","$150,000,000","June10,2015(9markets)",2hr4min,ActionAdventureSci-Fi
7,The Lion King,"$1,667,635,327","$543,638,043",32.6%,"$1,123,997,284",67.4%,2019,WaltDisneyStudiosMotionPictures,"$191,770,759","$260,000,000","July11,2019(Australia)",1hr58min,AdventureAnimationDramaFamilyMusical
8,The Avengers,"$1,518,815,515","$623,357,910",41%,"$895,457,605",59%,2012,WaltDisneyStudiosMotionPictures,"$207,438,708","$220,000,000","April25,2012(APAC,EMEA)",2hr23min,ActionAdventureSci-Fi
9,Furious 7,"$1,515,341,399","$353,007,020",23.3%,"$1,162,334,379",76.7%,2015,UniversalPictures,"$147,187,040","$190,000,000","April1,2015(15markets)",2hr17min,ActionAdventureThriller
10,Frozen II,"$1,450,026,933","$477,373,578",32.9%,"$972,653,355",67.1%,2019,WaltDisneyStudiosMotionPictures,"$130,263,358","$150,000,000","November20,2019(APAC,EMEA)",1hr43min,AdventureAnimationComedyFamilyFantasyMusical
11,Avengers: Age of Ultron,"$1,402,809,540","$459,005,868",32.7%,"$943,803,672",67.3%,2015,WaltDisneyStudiosMotionPictures,"$191,271,109","$250,000,000","April22,2015(EMEA,APAC)",2hr21min,ActionAdventureSci-Fi
12,Black Panther,"$1,347,597,973","$700,426,566",52%,"$647,171,407",48%,2018,,$0,$0,,,
13,Harry Potter and the Deathly Hallows: Part 2,"$1,342,321,665","$381,409,310",28.4%,"$960,912,355",71.6%,2011,,$0,$0,,,
14,Star Wars: Episode VIII - The Last Jedi,"$1,332,698,830","$620,181,382",46.5%,"$712,517,448",53.5%,2017,WaltDisneyStudiosMotionPictures,"$220,009,584","$317,000,000","December13,2017(APAC,EMEA)",2hr32min,ActionAdventureFantasySci-Fi
15,Jurassic World: Fallen Kingdom,"$1,310,466,296","$417,719,760",31.9%,"$892,746,536",68.1%,2018,UniversalPictures,"$148,024,610","$170,000,000","June6,2018(EMEA,APAC)",2hr8min,ActionAdventureSci-Fi
16,Frozen,"$1,281,508,100","$400,953,009",31.3%,"$880,555,091",68.7%,2013,WaltDisneyStudiosMotionPictures,"$243,390","$150,000,000","November22,2013(Domestic)",1hr42min,AdventureAnimationComedyFamilyFantasyMusical
17,Beauty and the Beast,"$1,264,434,525","$504,481,165",39.9%,"$759,953,360",60.1%,2017,WaltDisneyStudiosMotionPictures,"$174,750,616","$160,000,000","March16,2017(24markets)",2hr9min,FamilyFantasyMusicalRomance
18,Incredibles 2,"$1,244,639,527","$608,581,744",48.9%,"$636,057,783",51.1%,2018,,$0,$0,,,
19,The Fate of the Furious,"$1,236,005,118","$226,008,385",18.3%,"$1,009,996,733",81.7%,2017,UniversalPictures,"$98,786,705","$250,000,000","April12,2017(9markets)",2hr16min,ActionAdventureCrimeThriller
20,Iron Man 3,"$1,214,811,252","$409,013,994",33.7%,"$805,797,258",66.3%,2013,WaltDisneyStudiosMotionPictures,"$174,144,585","$200,000,000","April24,2013(APAC,EMEA)",2hr10min,ActionAdventureSci-Fi
21,Minions,"$1,159,444,662","$336,045,770",29%,"$823,398,892",71%,2015,UniversalPictures,"$115,718,405","$74,000,000","April9,2015(Turkey)",1hr31min,AdventureAnimationComedyCrimeFamilySci-Fi
22,Captain America: Civil War,"$1,153,337,496","$408,084,349",35.4%,"$745,253,147",64.6%,2016,WaltDisneyStudiosMotionPictures,"$179,139,142","$250,000,000","April27,2016(EMEA,APAC)",2hr27min,ActionAdventureSci-Fi
23,Aquaman,"$1,148,485,886","$335,061,807",29.2%,"$813,424,079",70.8%,2018,,$0,$0,,,
24,The Lord of the Rings: The Return of the King,"$1,146,030,912","$377,845,905",33%,"$768,185,007",67%,2003,NewLineCinema,"$72,629,713","$94,000,000","December17,2003(21markets)",3hr21min,ActionAdventureDramaFantasy
25,Spider-Man: Far from Home,"$1,131,927,996","$390,532,085",34.5%,"$741,395,911",65.5%,2019,SonyPicturesEntertainment(SPE),"$92,579,212","$160,000,000","June28,2019(APAC,China)",2hr9min,ActionAdventureSci-Fi
26,Captain Marvel,"$1,128,462,972","$426,829,839",37.8%,"$701,633,133",62.2%,2019,WaltDisneyStudiosMotionPictures,"$153,433,423","$160,000,000","March6,2019(APAC,EMEA)",2hr3min,ActionAdventureSci-Fi
27,Transformers: Dark of the Moon,"$1,123,794,079","$352,390,543",31.4%,"$771,403,536",68.6%,2011,DreamWorks,"$97,852,865","$195,000,000","June29,2011(28markets)",2hr34min,ActionAdventureSci-Fi
28,Skyfall,"$1,108,569,499","$304,360,277",27.5%,"$804,209,222",72.5%,2012,SonyPicturesEntertainment(SPE),"$88,364,714","$200,000,000","October25,2012(EMEA,APAC)",2hr23min,ActionAdventureThriller
29,Transformers: Age of Extinction,"$1,104,054,072","$245,439,076",22.2%,"$858,614,996",77.8%,2014,ParamountPictures,"$100,038,390","$210,000,000","June25,2014(APAC,EMEA)",2hr45min,ActionAdventureSci-Fi
30,The Dark Knight Rises,"$1,081,142,612","$448,139,099",41.4%,"$633,003,513",58.6%,2012,WarnerBros.,"$160,887,295","$250,000,000","July19,2012(EMEA,APAC)",2hr44min,Action
31,Star Wars: Episode IX - The Rise of Skywalker,"$1,078,232,589","$515,202,542",47.8%,"$563,030,047",52.2%,2019,WaltDisneyStudiosMotionPictures,"$177,383,864","$275,000,000","December18,2019(13markets)",2hr21min,ActionAdventureFantasySci-Fi
32,Joker,"$1,074,419,384","$335,451,311",31.2%,"$738,968,073",68.8%,2019,WarnerBros.,"$96,202,337","$55,000,000","October2,2019(LATAM,APAC)",2hr2min,CrimeDramaThriller
33,Toy Story 4,"$1,073,394,593","$434,038,008",40.4%,"$639,356,585",59.6%,2019,WaltDisneyStudiosMotionPictures,"$120,908,065","$200,000,000","June20,2019(24markets)",1hr40min,AdventureAnimationComedyFamilyFantasy
34,Toy Story 3,"$1,066,970,811","$415,004,880",38.9%,"$651,965,931",61.1%,2010,,$0,$0,,,
35,Pirates of the Caribbean: Dead Man's Chest,"$1,066,179,747","$423,315,812",39.7%,"$642,863,935",60.3%,2006,WaltDisneyStudiosMotionPictures,"$135,634,554","$225,000,000","July6,2006(APAC)",2hr31min,ActionAdventureFantasy
36,The Lion King,"$1,063,611,805","$422,783,777",39.8%,"$640,828,028",60.2%,1994,WaltDisneyStudiosMotionPictures,"$1,586,753","$45,000,000","June15,1994(Domestic)",1hr28min,AdventureAnimationDramaFamilyMusical
37,Rogue One: A Star Wars Story,"$1,056,057,720","$532,177,324",50.4%,"$523,880,396",49.6%,2016,WaltDisneyStudiosMotionPictures,"$155,081,681","$200,000,000","December14,2016(EMEA)",2hr13min,ActionAdventureSci-Fi
38,Aladdin,"$1,050,693,953","$355,559,216",33.8%,"$695,134,737",66.2%,2019,WaltDisneyStudiosMotionPictures,"$91,500,929","$183,000,000","May22,2019(EMEA,APAC)",2hr8min,ActionAdventureFamilyFantasyMusicalRomance
39,Pirates of the Caribbean: On Stranger Tides,"$1,045,713,802","$241,071,802",23%,"$804,642,000",77%,2011,WaltDisneyStudiosMotionPictures,"$90,151,958","$250,000,000","May18,2011(16markets)",2hr17min,ActionAdventureFantasy
40,Despicable Me 3,"$1,034,800,131","$264,624,300",25.6%,"$770,175,831",74.4%,2017,UniversalPictures,"$72,434,025","$80,000,000","June14,2017(Philippines)",1hr29min,AdventureAnimationComedyCrimeFamilySci-Fi
41,Jurassic Park,"$1,033,928,303","$404,214,720",39.1%,"$629,713,583",60.9%,1993,UniversalPictures,"$47,026,828","$63,000,000","June11,1993(Domestic)",2hr7min,ActionAdventureSci-FiThriller
42,Finding Dory,"$1,028,570,942","$486,295,561",47.3%,"$542,275,381",52.7%,2016,,$0,$0,,,
43,Star Wars: Episode I - The Phantom Menace,"$1,027,082,707","$474,544,677",46.2%,"$552,538,030",53.8%,1999,TwentiethCenturyFox,"$64,820,970","$115,000,000","May19,1999(Domestic)",2hr16min,ActionAdventureFantasySci-Fi
44,Alice in Wonderland,"$1,025,468,216","$334,191,110",32.6%,"$691,277,106",67.4%,2010,WaltDisneyStudiosMotionPictures,"$116,101,023","$200,000,000","March3,2010(EMEA)",1hr48min,AdventureFamilyFantasy
45,Zootopia,"$1,024,121,104","$341,268,248",33.3%,"$682,852,856",66.7%,2016,,$0,$0,,,
46,The Hobbit: An Unexpected Journey,"$1,017,003,568","$303,003,568",29.8%,"$714,000,000",70.2%,2012,,$0,$0,,,
47,Harry Potter and the Sorcerer's Stone,"$1,009,281,898","$318,087,620",31.5%,"$691,194,278",68.5%,2001,WarnerBros.,"$90,294,621","$125,000,000","November16,2001(3markets)",2hr32min,AdventureFamilyFantasy
48,The Dark Knight,"$1,005,973,645","$534,858,444",53.2%,"$471,115,201",46.8%,2008,WarnerBros.,"$158,411,483","$185,000,000","July16,2008(APAC)",2hr32min,ActionCrimeDramaThriller
49,Harry Potter and the Deathly Hallows: Part 1,"$977,043,483","$296,347,721",30.3%,"$680,695,762",69.7%,2010,,$0,$0,,,
50,Despicable Me 2,"$970,766,005","$368,065,385",37.9%,"$602,700,620",62.1%,2013,UniversalPictures,"$83,517,315","$76,000,000","June20,2013(Australia)",1hr38min,AdventureAnimationComedyCrimeFamilySci-Fi
51,The Jungle Book,"$966,554,929","$364,001,123",37.7%,"$602,553,806",62.3%,2016,WaltDisneyStudiosMotionPictures,"$103,261,464","$175,000,000","April7,2016(LATAM,APAC)",1hr46min,AdventureAnimationComedyDramaFamilyFantasyMusical
52,Jumanji: Welcome to the Jungle,"$962,542,945","$404,540,171",42%,"$558,002,774",58%,2017,SonyPicturesEntertainment(SPE),"$36,169,328","$90,000,000","December20,2017(8markets)",1hr59min,ActionAdventureComedyFantasy
53,The Hobbit: The Battle of the Five Armies,"$962,182,865","$255,119,788",26.5%,"$707,063,077",73.5%,2014,,$0,$0,,,
54,Pirates of the Caribbean: At World's End,"$960,996,492","$309,420,425",32.2%,"$651,576,067",67.8%,2007,WaltDisneyStudiosMotionPictures,"$114,732,820","$300,000,000","May22,2007(Finland)",2hr49min,ActionAdventureFantasy
55,The Hobbit: The Desolation of Smaug,"$959,007,513","$258,366,855",26.9%,"$700,640,658",73.1%,2013,,$0,$0,,,
56,The Lord of the Rings: The Two Towers,"$947,495,095","$342,551,365",36.2%,"$604,943,730",63.8%,2002,NewLineCinema,"$62,007,528","$94,000,000","December18,2002(16markets)",2hr59min,ActionAdventureDramaFantasy
57,Harry Potter and the Order of the Phoenix,"$942,172,396","$292,353,413",31%,"$649,818,983",69%,2007,WarnerBros.,"$77,108,414","$150,000,000","July11,2007(18markets)",2hr18min,ActionAdventureFamilyFantasyMystery
58,Finding Nemo,"$940,352,645","$380,843,261",40.5%,"$559,509,384",59.5%,2003,,$0,$0,,,
59,Harry Potter and the Half-Blood Prince,"$934,454,096","$302,305,431",32.4%,"$632,148,665",67.6%,2009,WarnerBros.,"$77,835,727","$250,000,000","July15,2009(21markets)",2hr33min,ActionAdventureFamilyFantasyMystery
60,Shrek 2,"$928,760,770","$441,226,247",47.5%,"$487,534,523",52.5%,2004,DreamWorksDistribution,"$108,037,878","$150,000,000","May19,2004(Domestic)",1hr33min,AdventureAnimationComedyFamilyFantasyRomance
61,Bohemian Rhapsody,"$911,100,727","$216,668,042",23.8%,"$694,432,685",76.2%,2018,TwentiethCenturyFox,"$51,061,119","$52,000,000","October26,2018(UnitedKingdom)",2hr14min,BiographyDramaMusic
62,The Lord of the Rings: The Fellowship of the Ring,"$897,690,072","$315,710,750",35.2%,"$581,979,322",64.8%,2001,NewLineCinema,"$47,211,490","$93,000,000","December19,2001(16markets)",2hr58min,ActionAdventureDramaFantasy
63,Harry Potter and the Goblet of Fire,"$896,678,241","$290,417,905",32.4%,"$606,260,336",67.6%,2005,WarnerBros.,"$102,685,961","$150,000,000","November16,2005(UnitedArabEmirates)",2hr37min,AdventureFamilyFantasyMystery
64,Spider-Man 3,"$894,983,373","$336,530,303",37.6%,"$558,453,070",62.4%,2007,SonyPicturesEntertainment(SPE),"$151,116,516","$258,000,000","May1,2007(18markets)",2hr19min,ActionAdventureSci-Fi
65,Ice Age: Dawn of the Dinosaurs,"$886,686,817","$196,573,705",22.2%,"$690,113,112",77.8%,2009,TwentiethCenturyFox,"$41,690,382","$90,000,000","June29,2009(Uruguay)",1hr34min,AdventureAnimationComedyFamily
66,Spectre,"$880,681,519","$200,074,609",22.7%,"$680,606,910",77.3%,2015,SonyPicturesEntertainment(SPE),"$70,403,148","$245,000,000","October26,2015(UnitedKingdom)",2hr28min,ActionAdventureThriller
67,Spider-Man: Homecoming,"$880,166,924","$334,201,140",38%,"$545,965,784",62%,2017,SonyPicturesEntertainment(SPE),"$117,027,503","$175,000,000","July5,2017(8markets)",2hr13min,ActionAdventureSci-Fi
68,Harry Potter and the Chamber of Secrets,"$879,602,366","$262,450,136",29.8%,"$617,152,230",70.2%,2002,WarnerBros.,"$88,357,488","$100,000,000","November14,2002(EMEA)",2hr41min,AdventureFamilyFantasyMystery
69,Ice Age: Continental Drift,"$877,244,782","$161,321,843",18.4%,"$715,922,939",81.6%,2012,TwentiethCenturyFox,"$46,629,259","$95,000,000","June27,2012(EMEA,APAC)",1hr28min,AdventureAnimationComedyFamily
70,The Secret Life of Pets,"$875,458,631","$368,384,330",42.1%,"$507,074,301",57.9%,2016,UniversalPictures,"$104,352,905","$75,000,000","June24,2016(EMEA)",1hr27min,AdventureAnimationComedyFamily
71,Batman v Superman: Dawn of Justice,"$873,637,528","$330,360,194",37.8%,"$543,277,334",62.2%,2016,WarnerBros.,"$166,007,347","$250,000,000","March23,2016(APAC,EMEA)",2hr32min,ActionAdventureSci-Fi
72,Wolf Warrior 2,"$870,325,439","$2,721,100",0.3%,"$867,604,339",99.7%,2017,,$0,$0,,,
73,Star Wars: Episode III - Revenge of the Sith,"$868,390,560","$380,270,577",43.8%,"$488,119,983",56.2%,2005,TwentiethCenturyFox,"$108,435,841","$113,000,000","May18,2005(EMEA)",2hr20min,ActionAdventureFantasySci-Fi
74,The Hunger Games: Catching Fire,"$865,011,746","$424,668,047",49.1%,"$440,343,699",50.9%,2013,Lionsgate,"$158,074,286","$130,000,000","November15,2013(Brazil)",2hr26min,ActionDramaMysterySci-FiThriller
75,Guardians of the Galaxy Vol. 2,"$863,756,051","$389,813,101",45.1%,"$473,942,950",54.9%,2017,WaltDisneyStudiosMotionPictures,"$146,510,104","$200,000,000","April25,2017(EMEA,APAC)",2hr16min,ActionAdventureComedySci-Fi
76,Inside Out,"$858,848,019","$356,921,711",41.6%,"$501,926,308",58.4%,2015,WaltDisneyStudiosMotionPictures,"$90,440,272","$175,000,000","June10,2015(Russia/CIS)",1hr35min,AdventureAnimationComedyFamilyFantasy
77,Venom,"$856,085,151","$213,515,506",24.9%,"$642,569,645",75.1%,2018,SonyPicturesEntertainment(SPE),"$80,255,756","$100,000,000","October3,2018(7markets)",1hr52min,ActionAdventureSci-Fi
78,Thor: Ragnarok,"$853,983,911","$315,058,289",36.9%,"$538,925,622",63.1%,2017,WaltDisneyStudiosMotionPictures,"$122,744,989","$180,000,000","October24,2017(UnitedKingdom)",2hr10min,ActionAdventureComedyFantasySci-Fi
79,Inception,"$836,836,967","$292,576,195",35%,"$544,260,772",65%,2010,WarnerBros.,"$62,785,337","$160,000,000","July15,2010(EMEA,APAC)",2hr28min,ActionAdventureSci-FiThriller
80,Transformers: Revenge of the Fallen,"$836,303,693","$402,111,870",48.1%,"$434,191,823",51.9%,2009,DreamWorks,"$108,966,307","$200,000,000","June19,2009(UnitedKingdom)",2hr29min,ActionAdventureSci-Fi
81,The Twilight Saga: Breaking Dawn - Part 2,"$829,747,654","$292,324,737",35.2%,"$537,422,917",64.8%,2012,Lionsgate,"$141,067,634","$120,000,000","November14,2012(EMEA)",1hr55min,AdventureDramaFantasyRomance
82,Spider-Man,"$825,025,036","$407,022,860",49.3%,"$418,002,176",50.7%,2002,SonyPicturesEntertainment(SPE),"$114,844,116","$139,000,000","May3,2002(18markets)",2hr1min,ActionAdventureSci-Fi
83,Wonder Woman,"$822,824,522","$412,815,408",50.2%,"$410,009,114",49.8%,2017,WarnerBros.,"$103,251,471","$149,000,000","May30,2017(APAC)",2hr21min,ActionAdventureFantasySci-FiWar
84,"Hi, Mom","$822,009,764",-,-,"$822,009,764",100%,2021,,$0,$0,,,
85,Independence Day,"$817,400,891","$306,169,268",37.5%,"$511,231,623",62.5%,1996,TwentiethCenturyFox,"$50,228,264","$75,000,000","July3,1996(Domestic)",2hr25min,ActionAdventureSci-Fi
86,Fantastic Beasts and Where to Find Them,"$814,044,001","$234,037,575",28.8%,"$580,006,426",71.2%,2016,WarnerBros.,"$74,403,387","$180,000,000","November16,2016(APAC,EMEA)",2hr12min,AdventureFamilyFantasy
87,Shrek the Third,"$813,367,380","$322,719,944",39.7%,"$490,647,436",60.3%,2007,DreamWorks,"$121,629,270","$160,000,000","May17,2007(EMEA,APAC)",1hr33min,AdventureAnimationComedyFamilyFantasyRomance
88,Coco,"$807,817,888","$210,460,015",26%,"$597,357,873",74%,2017,,$0,$0,,,
89,Jumanji: The Next Level,"$800,059,707","$320,314,960",40%,"$479,744,747",60%,2019,SonyPicturesEntertainment(SPE),"$59,251,543","$125,000,000","December4,2019(EMEA,APAC)",2hr3min,ActionAdventureComedyFantasy
90,Harry Potter and the Prisoner of Azkaban,"$797,361,618","$249,975,996",31.4%,"$547,385,622",68.6%,2004,WarnerBros.,"$93,687,367","$130,000,000","May31,2004(UnitedKingdom)",2hr22min,AdventureFamilyFantasyMystery
91,Pirates of the Caribbean: Dead Men Tell No Tales,"$794,881,442","$172,558,876",21.7%,"$622,322,566",78.3%,2017,WaltDisneyStudiosMotionPictures,"$62,983,253","$230,000,000","May24,2017(EMEA,APAC)",2hr9min,ActionAdventureFantasy
92,E.T. the Extra-Terrestrial,"$792,910,554","$435,110,554",54.9%,"$357,800,000",45.1%,1982,UniversalPictures,"$11,835,389","$10,500,000","June11,1982(Domestic)",1hr55min,FamilySci-Fi
93,Mission: Impossible - Fallout,"$791,657,398","$220,159,104",27.8%,"$571,498,294",72.2%,2018,ParamountPictures,"$61,236,534","$178,000,000","July25,2018(APAC)",2hr27min,ActionAdventureThriller
94,2012,"$791,217,826","$166,112,167",21%,"$625,105,659",79%,2009,SonyPicturesEntertainment(SPE),"$65,237,614","$200,000,000","November11,2009(EMEA)",2hr38min,ActionAdventureSci-Fi
95,Indiana Jones and the Kingdom of the Crystal Skull,"$790,653,942","$317,101,119",40.1%,"$473,552,823",59.9%,2008,ParamountPictures,"$100,137,835","$185,000,000","May21,2008(EMEA)",2hr2min,ActionAdventure
96,Spider-Man 2,"$788,976,453","$373,585,825",47.4%,"$415,390,628",52.6%,2004,SonyPicturesEntertainment(SPE),"$88,156,227","$200,000,000","June30,2004(19markets)",2hr7min,ActionAdventureSci-Fi
97,Fast & Furious 6,"$788,680,968","$238,679,850",30.3%,"$550,001,118",69.7%,2013,UniversalPictures,"$97,375,245","$160,000,000","May17,2013(UnitedKingdom)",2hr10min,ActionAdventureThriller
98,Deadpool 2,"$786,470,484","$324,591,735",41.3%,"$461,878,749",58.7%,2018,TwentiethCenturyFox,"$125,507,153","$110,000,000","May16,2018(18markets)",1hr59min,ActionAdventureComedySci-Fi
99,Deadpool,"$782,836,791","$363,070,709",46.4%,"$419,766,082",53.6%,2016,TwentiethCenturyFox,"$132,434,639","$58,000,000","February9,2016(Taiwan)",1hr48min,ActionAdventureComedySci-Fi
100,Star Wars: Episode IV - A New Hope,"$775,398,007","$460,998,507",59.4%,"$314,399,500",40.6%,1977,TwentiethCenturyFox,"$1,554,475","$11,000,000","May25,1977(Domestic)",2hr1min,ActionAdventureFantasySci-Fi
101,Guardians of the Galaxy,"$773,350,147","$333,718,600",43.2%,"$439,631,547",56.8%,2014,WaltDisneyStudiosMotionPictures,"$94,320,883","$170,000,000","July30,2014(Iceland)",2hr1min,ActionAdventureComedySci-Fi
102,The Da Vinci Code,"$760,006,945","$217,536,138",28.6%,"$542,470,807",71.4%,2006,SonyPicturesEntertainment(SPE),"$77,073,388","$125,000,000","May17,2006(EMEA)",2hr29min,MysteryThriller
103,Fast & Furious Presents: Hobbs & Shaw,"$759,056,935","$173,956,935",22.9%,"$585,100,000",77.1%,2019,,$0,$0,,,
104,Maleficent,"$758,411,779","$241,410,378",31.8%,"$517,001,401",68.2%,2014,WaltDisneyStudiosMotionPictures,"$69,431,298","$180,000,000","May28,2014(EMEA,APAC)",1hr37min,ActionAdventureFamilyFantasyRomance
105,The Amazing Spider-Man,"$757,930,663","$262,030,663",34.6%,"$495,900,000",65.4%,2012,SonyPicturesEntertainment(SPE),"$62,004,688","$230,000,000","June28,2012(EMEA,APAC)",2hr16min,ActionAdventureFantasySci-Fi
106,The Hunger Games: Mockingjay - Part 1,"$755,356,711","$337,135,885",44.6%,"$418,220,826",55.4%,2014,Lionsgate,"$121,897,634","$125,000,000","November19,2014(LATAM,EMEA)",2hr3min,ActionAdventureSci-FiThriller
107,Shrek Forever After,"$752,600,867","$238,736,787",31.7%,"$513,864,080",68.3%,2010,DreamWorks,"$70,838,207","$165,000,000","May20,2010(APAC,EMEA)",1hr33min,AdventureAnimationComedyFamilyFantasyRomance
108,Madagascar 3: Europe's Most Wanted,"$746,921,274","$216,391,482",29%,"$530,529,792",71%,2012,DreamWorks,"$60,316,738","$145,000,000","June6,2012(EMEA,APAC)",1hr35min,AdventureAnimationComedyFamily
109,Suicide Squad,"$746,846,894","$325,100,054",43.5%,"$421,746,840",56.5%,2016,WarnerBros.,"$133,682,248","$175,000,000","August3,2016(APAC,EMEA)",2hr3min,ActionAdventureFantasySci-Fi
110,X-Men: Days of Future Past,"$746,045,700","$233,921,534",31.4%,"$512,124,166",68.6%,2014,TwentiethCenturyFox,"$90,823,660","$200,000,000","May21,2014(EMEA,APAC)",2hr12min,ActionAdventureSci-FiThriller
111,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$745,013,115","$291,710,957",39.2%,"$453,302,158",60.8%,2005,WaltDisneyStudiosMotionPictures,"$65,556,312","$180,000,000","December7,2005(EMEA)",2hr23min,AdventureFamilyFantasy
112,Monsters University,"$743,559,645","$268,492,764",36.1%,"$475,066,881",63.9%,2013,,$0,$0,,,
113,The Matrix Reloaded,"$741,847,937","$281,576,461",38%,"$460,271,476",62%,2003,WarnerBros.,"$91,774,413","$150,000,000","May15,2003(3markets)",2hr18min,ActionSci-Fi
114,Up,"$735,099,102","$293,004,164",39.9%,"$442,094,938",60.1%,2009,WaltDisneyStudiosMotionPictures,"$68,108,790","$175,000,000","May28,2009(Russia/CIS)",1hr36min,AdventureAnimationComedyDramaFamily
115,Ne Zha,"$726,264,074","$3,695,533",0.5%,"$722,568,541",99.5%,2019,,$0,$0,,,
116,Gravity,"$723,192,705","$274,092,705",37.9%,"$449,100,000",62.1%,2013,WarnerBros.,"$55,785,112","$100,000,000","October3,2013(EMEA,APAC)",1hr31min,AdventureDramaSci-FiThriller
117,F9: The Fast Saga,"$716,561,840","$172,975,840",24.1%,"$543,586,000",75.9%,2021,,$0,$0,,,
118,Captain America: The Winter Soldier,"$714,421,503","$259,766,572",36.4%,"$454,654,931",63.6%,2014,WaltDisneyStudiosMotionPictures,"$95,023,721","$170,000,000","March26,2014(EMEA,APAC)",2hr16min,ActionAdventureSci-FiThriller
119,The Twilight Saga: Breaking Dawn - Part 1,"$712,205,856","$281,287,133",39.5%,"$430,918,723",60.5%,2011,SummitEntertainment,"$138,122,261","$110,000,000","November16,2011(APAC,EMEA)",1hr57min,AdventureDramaFantasyRomanceThriller
120,The Twilight Saga: New Moon,"$711,025,481","$297,816,253",41.9%,"$413,209,228",58.1%,2009,SummitEntertainment,"$142,839,137","$50,000,000","November18,2009(EMEA)",2hr10min,AdventureDramaFantasyRomance
121,Dawn of the Planet of the Apes,"$710,644,566","$208,545,589",29.4%,"$502,098,977",70.6%,2014,TwentiethCenturyFox,"$72,611,427","$170,000,000","July9,2014(Philippines)",2hr10min,ActionAdventureDramaSci-Fi
122,Transformers,"$709,709,780","$319,246,193",45%,"$390,463,587",55%,2007,DreamWorks,"$70,502,384","$150,000,000","June28,2007(APAC,EMEA)",2hr24min,ActionAdventureSci-Fi
123,The Amazing Spider-Man 2,"$708,982,323","$202,853,933",28.6%,"$506,128,390",71.4%,2014,,$0,$0,,,
124,It,"$701,796,444","$328,828,874",46.9%,"$372,967,570",53.1%,2017,WarnerBros.,"$123,403,419","$35,000,000","September6,2017(APAC)",2hr15min,Horror
125,Interstellar,"$701,729,206","$188,020,017",26.8%,"$513,709,189",73.2%,2014,ParamountPictures,"$47,510,360","$165,000,000","November5,2014(EMEA,Domestic)",2hr49min,AdventureDramaSci-Fi
126,The Wandering Earth,"$699,992,512","$5,971,413",0.8%,"$694,021,099",99.2%,2019,,$0,$0,,,
127,The Twilight Saga: Eclipse,"$698,491,347","$300,531,751",43%,"$397,959,596",57%,2010,SummitEntertainment,"$64,832,191","$68,000,000","June30,2010(20markets)",2hr4min,ActionAdventureDramaFantasyRomanceThriller
128,Mission: Impossible - Ghost Protocol,"$694,713,380","$209,397,903",30.1%,"$485,315,477",69.9%,2011,ParamountPictures,"$12,785,204","$145,000,000","December14,2011(EMEA)",2hr12min,ActionAdventureThriller
129,The Hunger Games,"$694,394,724","$408,010,692",58.8%,"$286,384,032",41.2%,2012,Lionsgate,"$152,535,747","$78,000,000","March8,2012(Portugal)",2hr22min,ActionAdventureSci-FiThriller
130,Detective Chinatown 3,"$686,257,563",-,-,"$686,257,563",100%,2021,,$0,$0,,,
131,Mission: Impossible - Rogue Nation,"$682,716,636","$195,042,377",28.6%,"$487,674,259",71.4%,2015,ParamountPictures,"$55,520,089","$150,000,000","July24,2015(Bulgaria)",2hr11min,ActionAdventureThriller
132,Forrest Gump,"$678,226,133","$330,455,270",48.7%,"$347,770,863",51.3%,1994,ParamountPictures,"$24,450,602","$55,000,000","July6,1994(Domestic)",2hr22min,DramaRomance
133,Doctor Strange,"$677,796,076","$232,641,920",34.3%,"$445,154,156",65.7%,2016,WaltDisneyStudiosMotionPictures,"$85,058,311","$165,000,000","October25,2016(UnitedKingdom)",1hr55min,ActionAdventureFantasySci-Fi
134,The Sixth Sense,"$672,806,432","$293,506,292",43.6%,"$379,300,140",56.4%,1999,WaltDisneyStudiosMotionPictures,"$26,681,262","$40,000,000","August6,1999(Domestic)",1hr47min,DramaMysteryThriller
